title,href,is_crawled
使数组唯一的最小增量,https://leetcode-cn.com/problems/minimum-increment-to-make-array-unique,True
验证栈序列,https://leetcode-cn.com/problems/validate-stack-sequences,True
移除最多的同行或同列石头,https://leetcode-cn.com/problems/most-stones-removed-with-same-row-or-column,True
令牌放置,https://leetcode-cn.com/problems/bag-of-tokens,True
给定数字能组成的最大时间,https://leetcode-cn.com/problems/largest-time-for-given-digits,True
按递增顺序显示卡牌,https://leetcode-cn.com/problems/reveal-cards-in-increasing-order,True
翻转等价二叉树,https://leetcode-cn.com/problems/flip-equivalent-binary-trees,True
按公因数计算最大组件大小,https://leetcode-cn.com/problems/largest-component-size-by-common-factor,True
验证外星语词典,https://leetcode-cn.com/problems/verifying-an-alien-dictionary,True
二倍数对数组,https://leetcode-cn.com/problems/array-of-doubled-pairs,True
删列造序 II,https://leetcode-cn.com/problems/delete-columns-to-make-sorted-ii,True
最高的广告牌,https://leetcode-cn.com/problems/tallest-billboard,True
N 天后的牢房,https://leetcode-cn.com/problems/prison-cells-after-n-days,True
二叉树的完全性检验,https://leetcode-cn.com/problems/check-completeness-of-a-binary-tree,True
由斜杠划分区域,https://leetcode-cn.com/problems/regions-cut-by-slashes,True
删列造序 III,https://leetcode-cn.com/problems/delete-columns-to-make-sorted-iii,True
重复 N 次的元素,https://leetcode-cn.com/problems/n-repeated-element-in-size-2n-array,True
最大宽度坡,https://leetcode-cn.com/problems/maximum-width-ramp,True
最小面积矩形 II,https://leetcode-cn.com/problems/minimum-area-rectangle-ii,True
表示数字的最少运算符,https://leetcode-cn.com/problems/least-operators-to-express-number,True
单值二叉树,https://leetcode-cn.com/problems/univalued-binary-tree,True
元音拼写检查器,https://leetcode-cn.com/problems/vowel-spellchecker,True
连续差相同的数字,https://leetcode-cn.com/problems/numbers-with-same-consecutive-differences,True
监控二叉树,https://leetcode-cn.com/problems/binary-tree-cameras,True
煎饼排序,https://leetcode-cn.com/problems/pancake-sorting,True
强整数,https://leetcode-cn.com/problems/powerful-integers,True
翻转二叉树以匹配先序遍历,https://leetcode-cn.com/problems/flip-binary-tree-to-match-preorder-traversal,True
相等的有理数,https://leetcode-cn.com/problems/equal-rational-numbers,True
最接近原点的 K 个点,https://leetcode-cn.com/problems/k-closest-points-to-origin,True
和可被 K 整除的子数组,https://leetcode-cn.com/problems/subarray-sums-divisible-by-k,True
奇偶跳,https://leetcode-cn.com/problems/odd-even-jump,True
三角形的最大周长,https://leetcode-cn.com/problems/largest-perimeter-triangle,True
有序数组的平方,https://leetcode-cn.com/problems/squares-of-a-sorted-array,True
最长湍流子数组,https://leetcode-cn.com/problems/longest-turbulent-subarray,True
在二叉树中分配硬币,https://leetcode-cn.com/problems/distribute-coins-in-binary-tree,True
不同路径 III,https://leetcode-cn.com/problems/unique-paths-iii,True
基于时间的键值存储,https://leetcode-cn.com/problems/time-based-key-value-store,True
按位与为零的三元组,https://leetcode-cn.com/problems/triples-with-bitwise-and-equal-to-zero,True
最低票价,https://leetcode-cn.com/problems/minimum-cost-for-tickets,True
不含 AAA 或 BBB 的字符串,https://leetcode-cn.com/problems/string-without-aaa-or-bbb,True
查询后的偶数和,https://leetcode-cn.com/problems/sum-of-even-numbers-after-queries,True
区间列表的交集,https://leetcode-cn.com/problems/interval-list-intersections,True
二叉树的垂序遍历,https://leetcode-cn.com/problems/vertical-order-traversal-of-a-binary-tree,True
从叶结点开始的最小字符串,https://leetcode-cn.com/problems/smallest-string-starting-from-leaf,True
数组形式的整数加法,https://leetcode-cn.com/problems/add-to-array-form-of-integer,True
等式方程的可满足性,https://leetcode-cn.com/problems/satisfiability-of-equality-equations,True
坏了的计算器,https://leetcode-cn.com/problems/broken-calculator,True
K 个不同整数的子数组,https://leetcode-cn.com/problems/subarrays-with-k-different-integers,True
二叉树的堂兄弟节点,https://leetcode-cn.com/problems/cousins-in-binary-tree,True
腐烂的橘子,https://leetcode-cn.com/problems/rotting-oranges,True
K 连续位的最小翻转次数,https://leetcode-cn.com/problems/minimum-number-of-k-consecutive-bit-flips,True
正方形数组的数目,https://leetcode-cn.com/problems/number-of-squareful-arrays,True
找到小镇的法官,https://leetcode-cn.com/problems/find-the-town-judge,True
最大二叉树 II,https://leetcode-cn.com/problems/maximum-binary-tree-ii,True
车的可用捕获量,https://leetcode-cn.com/problems/available-captures-for-rook,True
合并石头的最低成本,https://leetcode-cn.com/problems/minimum-cost-to-merge-stones,True
网格照明,https://leetcode-cn.com/problems/grid-illumination,True
查找常用字符,https://leetcode-cn.com/problems/find-common-characters,True
检查替换后的词是否有效,https://leetcode-cn.com/problems/check-if-word-is-valid-after-substitutions,True
最大连续1的个数 III,https://leetcode-cn.com/problems/max-consecutive-ones-iii,True
K 次取反后最大化的数组和,https://leetcode-cn.com/problems/maximize-sum-of-array-after-k-negations,True
笨阶乘,https://leetcode-cn.com/problems/clumsy-factorial,True
行相等的最少多米诺旋转,https://leetcode-cn.com/problems/minimum-domino-rotations-for-equal-row,True
先序遍历构造二叉树,https://leetcode-cn.com/problems/construct-binary-search-tree-from-preorder-traversal,True
十进制整数的反码,https://leetcode-cn.com/problems/complement-of-base-10-integer,True
总持续时间可被 60 整除的歌曲,https://leetcode-cn.com/problems/pairs-of-songs-with-total-durations-divisible-by-60,True
在 D 天内送达包裹的能力,https://leetcode-cn.com/problems/capacity-to-ship-packages-within-d-days,True
至少有 1 位重复的数字,https://leetcode-cn.com/problems/numbers-with-repeated-digits,True
将数组分成和相等的三个部分,https://leetcode-cn.com/problems/partition-array-into-three-parts-with-equal-sum,True
最佳观光组合,https://leetcode-cn.com/problems/best-sightseeing-pair,True
可被 K 整除的最小整数,https://leetcode-cn.com/problems/smallest-integer-divisible-by-k,True
子串能表示从 1 到 N 数字的二进制串,https://leetcode-cn.com/problems/binary-string-with-substrings-representing-1-to-n,True
负二进制转换,https://leetcode-cn.com/problems/convert-to-base-2,True
可被 5 整除的二进制前缀,https://leetcode-cn.com/problems/binary-prefix-divisible-by-5,True
链表中的下一个更大节点,https://leetcode-cn.com/problems/next-greater-node-in-linked-list,True
飞地的数量,https://leetcode-cn.com/problems/number-of-enclaves,True
删除最外层的括号,https://leetcode-cn.com/problems/remove-outermost-parentheses,True
从根到叶的二进制数之和,https://leetcode-cn.com/problems/sum-of-root-to-leaf-binary-numbers,True
驼峰式匹配,https://leetcode-cn.com/problems/camelcase-matching,True
视频拼接,https://leetcode-cn.com/problems/video-stitching,True
除数博弈,https://leetcode-cn.com/problems/divisor-game,True
节点与其祖先之间的最大差值,https://leetcode-cn.com/problems/maximum-difference-between-node-and-ancestor,True
最长等差数列,https://leetcode-cn.com/problems/longest-arithmetic-sequence,True
从先序遍历还原二叉树,https://leetcode-cn.com/problems/recover-a-tree-from-preorder-traversal,True
两地调度,https://leetcode-cn.com/problems/two-city-scheduling,True
距离顺序排列矩阵单元格,https://leetcode-cn.com/problems/matrix-cells-in-distance-order,True
两个非重叠子数组的最大和,https://leetcode-cn.com/problems/maximum-sum-of-two-non-overlapping-subarrays,True
字符流,https://leetcode-cn.com/problems/stream-of-characters,True
移动石子直到连续,https://leetcode-cn.com/problems/moving-stones-until-consecutive,True
边框着色,https://leetcode-cn.com/problems/coloring-a-border,True
不相交的线,https://leetcode-cn.com/problems/uncrossed-lines,True
逃离大迷宫,https://leetcode-cn.com/problems/escape-a-large-maze,True
